,CID,SID,Solubility_at_pH_7_4,target,Efficacy
6464,9653655,26666307,4.0,1,116.274
6474,9651700,24836449,30.6,1,170.612
6477,9651208,24829727,7.6,1,118.242
6483,9650424,24828894,28.1,1,146.083
6484,9650308,49673646,2.6,1,115.711
6485,9649816,24831547,32.0,1,141.922
6492,9648009,24836615,11.9,1,133.993
6504,9646219,49673607,11.4,1,171.155
6505,9646180,24836097,26.2,1,125.543
6511,9645224,49680831,3.1,1,163.388
6514,9644652,49673952,9.2,1,151.231
6516,9644282,26670353,36.6,1,165.927
6524,9642770,49678238,2.2,1,156.279
6547,9640531,26659871,44.7,1,96.8461
6558,9638318,26665520,0.2,1,105.265
6580,9636354,26661522,1.4,1,110.355
6587,9635666,26666731,0.5,1,161.69
6615,9633426,47201206,12.8,1,177.029
6617,9633328,26658811,17.2,1,139.318
6619,9633215,49667052,56.5,1,177.584
6627,9632573,26660406,34.5,1,84.779
6636,9631512,26671128,27.8,1,141.164
6648,9630182,24834577,20.8,1,94.9435
6653,9629545,49678939,0.2,1,98.8564
6685,9625861,49675971,3.9,1,121.735
6689,9625356,24829790,2.3,1,142.991
6700,9623738,49668431,13.6,1,141.69
6708,9622667,24829575,3.0,1,116.434
6711,9622517,24831506,31.3,1,102.654
6720,9621159,26669465,0.5,1,154.49
6737,9619583,24816146,30.0,1,87.9877
6742,9619291,24819358,44.7,1,119.628
6765,9615897,49673149,30.3,1,180.375
6776,9615548,26662773,12.1,1,124.067
6777,9615546,26666809,27.8,1,124.614
6782,9614768,49680708,23.9,1,147.239
6792,9614578,24834520,4.6,1,122.624
6820,9611230,49673644,9.0,1,138.96
6826,9610154,24827910,44.7,1,87.6531
6827,9609760,24836494,5.3,1,147.86
6848,9608542,24828150,10.5,1,113.969
6851,9608151,49675670,9.5,1,168.184
6863,9607375,26725766,0.9,1,139.421
6864,9607362,49825893,27.6,1,168.005
6865,9606977,49673744,2.2,1,141.928
6867,9606680,24837645,8.9,1,157.108
6891,9598412,24821210,38.7,1,83.2287
6894,9596913,26660537,36.5,1,121.662
6899,9595989,24822713,1.9,1,126.938
6905,9595131,24805804,11.7,1,116.113
6914,9594933,49642525,16.2,1,135.001
6920,9594421,47204177,21.1,1,147.912
6927,9594122,24807363,45.8,1,104.483
6952,9593221,24819121,11.7,1,86.206
6971,9592569,49729980,36.1,1,133.478
7004,9591316,49728350,50.0,1,124.413
7009,9590594,24804994,8.4,1,121.542
7014,9590179,49726702,51.2,1,143.121
7018,9589800,49642233,7.2,1,145.961
7024,9589563,24781996,0.2,1,125.34
7034,9587607,26724232,45.7,1,137.669
7072,9586225,24792185,16.8,1,125.996
7078,9586074,17507410,6.4,1,99.1316
7085,9585835,47198503,22.3,1,137.855
7086,9585829,47198506,19.0,1,162.935
7087,9585828,47198237,4.6,1,143.039
7089,9585805,47198363,17.1,1,139.546
7099,9585532,24820885,22.2,1,108.707
7108,9584981,49667847,15.6,1,162.602
7123,9584216,26731468,38.0,1,140.597
7135,9584052,26731658,1.2,1,102.741
7180,9583360,26727607,1.2,1,107.847
7266,9580428,26731617,3.6,1,83.8255
7274,9580332,26731107,25.9,1,130.841
7276,9580314,26727603,29.3,1,106.005
7281,9580114,49670528,17.0,1,124.339
7298,9568953,49680578,0.9,1,128.239
7302,9568781,7978441,1.8,1,178.797
7329,9566480,26731675,30.4,1,129.623
7354,9565028,22413106,41.1,1,142.393
7385,9563186,49728903,6.6,1,159.245
7392,9562807,24829537,40.5,1,114.869
7395,9562749,49726683,0.7,1,156.04
7404,9560222,24828861,16.2,1,85.7906
7427,9557838,26665764,35.7,1,122.747
7457,9557028,24790317,49.2,1,107.878
7459,9556891,49726343,0.2,1,79.9531
7490,9549493,14724489,37.5,1,142.424
7495,9535952,49673228,49.8,1,119.805
7508,9533848,49673855,14.9,1,89.011
7509,9533791,57266581,49.4,1,103.762
7523,9509532,49730320,33.6,1,152.203
7572,9503157,57259416,48.6,1,115.799
7601,9463355,49680893,12.5,1,125.081
7617,9441864,49680484,44.6,1,100.539
7632,9438872,49821743,53.6,1,227.49
7657,9366753,49672972,45.6,1,170.032
7662,9363010,57259699,51.2,1,83.0702
7689,9322696,49817771,57.5,1,154.145
7690,9319735,49672886,54.6,1,86.8627
7706,9269644,49680290,3.6,1,112.173
7729,9266424,49673822,0.7,1,137.223
7735,9263275,49680595,39.0,1,188.19
7746,9222808,57259189,49.0,1,94.3004
7766,9184438,49828541,5.5,1,92.487
7777,9157065,49675867,8.9,1,166.14
7784,9154385,49673461,6.2,1,114.851
7802,9119435,49674310,31.5,1,217.274
7807,9118951,49671681,23.0,1,120.555
7821,9116001,49671967,39.8,1,156.488
7824,9115581,49672700,0.8,1,133.684
7829,9114427,49680534,20.0,1,166.256
7836,9113741,56323024,36.9,1,80.8275
7856,9092269,49679962,46.1,1,114.367
7882,8933819,49677391,36.9,1,166.308
7886,8924146,57265657,1.2,1,148.012
7890,8902468,49676174,5.1,1,176.664
7940,8690884,49678315,5.0,1,136.259
7946,8669045,49823687,13.9,1,106.884
7960,8620879,49828236,12.2,1,155.535
7970,8554793,49724875,28.8,1,166.463
8003,8438747,51087817,1.6,1,129.73
8005,8431942,57266416,52.1,1,118.898
8009,8388788,49822441,49.0,1,174.538
8019,8321458,57256864,40.2,1,95.1125
8028,8285101,56323388,45.5,1,163.796
8040,8232890,49828414,1.3,1,112.555
8042,8225706,49825920,3.9,1,147.012
8045,8195637,49672715,18.0,1,161.535
8084,8140644,57256651,46.8,1,132.518
8090,8123625,49828182,3.2,1,145.569
8132,8072991,49667092,34.8,1,195.896
8157,8071552,49647381,27.2,1,96.3826
8185,8057369,49647361,44.9,1,161.186
8222,8026113,49680411,16.1,1,123.613
8234,8017260,49823604,3.2,1,146.097
8243,8004090,56324741,5.3,1,109.306
8254,7998239,49680283,46.3,1,147.002
8256,7997911,49673710,23.7,1,130.63
8258,7997202,49677286,29.7,1,122.824
8266,7996340,49680582,49.8,1,129.634
8272,7992430,49674332,33.5,1,78.3284
8297,7950061,56318196,44.9,1,140.083
8364,7802676,49674649,40.3,1,144.286
8391,7759106,49822184,39.8,1,215.359
8437,7700192,49672554,10.3,1,130.619
8509,7621836,49828279,47.0,1,119.166
8510,7620272,49820102,47.3,1,189.819
8512,7614248,26666940,39.6,1,96.4035
8524,7601055,51087360,46.9,1,133.714
8532,7598302,49675145,4.9,1,83.4573
8540,7593581,51090591,18.2,1,114.433
8542,7593506,51089582,32.2,1,141.277
8558,7560571,57265701,49.7,1,123.858
8611,7529090,49672608,8.0,1,179.583
8670,7480032,49826713,17.2,1,180.428
8673,7478941,57257038,26.3,1,156.931
8678,7474456,56316202,55.6,1,84.2773
8680,7472371,26662261,19.7,1,125.149
8720,7392097,49817147,48.7,1,189.95
8732,7384469,51088110,39.6,1,151.173
8764,7333760,47202536,15.7,1,137.261
8765,7333697,47201516,12.9,1,163.422
8766,7333696,47201116,23.4,1,150.951
8767,7333695,47201595,29.6,1,162.604
8783,7295065,51085736,39.9,1,138.194
8790,7287144,51085941,5.9,1,119.387
8792,7285079,26726145,39.2,1,129.469
8840,7217840,24779569,0.1,1,191.347
8856,7217464,24779574,11.2,1,121.126
8860,7217440,24824048,2.9,1,81.9372
8888,7207422,24815505,6.1,1,126.898
8898,7207375,24815842,10.0,1,110.941
8910,7207184,24815650,22.4,1,128.202
8912,7207115,24815688,7.6,1,124.177
8914,7207099,24815753,32.6,1,136.463
8915,7207095,24815649,3.7,1,84.9246
8925,7206011,24824217,1.4,1,92.189
8936,7205831,24824330,3.9,1,83.8315
8937,7205828,24816716,1.5,1,139.922
8938,7205820,24779621,4.0,1,93.7693
8957,7198682,24816673,42.1,1,83.3756
8959,7198542,49678196,38.1,1,161.108
8970,7197580,24788334,11.6,1,89.2757
9025,7189763,51086072,41.7,1,140.545
9040,7183979,49676538,24.3,1,189.63
9054,7162193,24784247,2.9,1,104.195
9064,7162004,49678346,12.7,1,130.766
9065,7162002,49678207,12.0,1,168.731
9072,7161333,51090578,50.0,1,158.688
9074,7161237,51090800,46.7,1,94.1291
9084,7151261,24816257,18.1,1,77.022
9122,7131003,49676311,35.2,1,117.86
9135,7120054,24813585,45.3,1,120.495
9136,7119438,24816557,2.8,1,133.396
9137,7119349,24816556,11.1,1,89.2154
9138,7119313,24816151,6.3,1,72.674
9139,7119291,24816149,50.6,1,116.921
9140,7119247,24788513,1.0,1,105.82
9187,7095929,24816808,1.8,1,129.42
9188,7095928,24816778,5.2,1,123.908
9189,7095488,24779594,28.1,1,130.105
9202,7084759,24822108,26.3,1,127.576
9218,7064071,49673572,34.8,1,141.487
9219,7064036,49675991,16.2,1,136.135
9239,6952226,24810248,1.0,1,149.422
9242,6948318,7971996,30.2,1,109.505
9249,6919196,49673399,32.9,1,144.541
9264,6908425,49676267,30.6,1,144.475
9271,6906742,24835583,8.4,1,146.334
9284,6906008,24838014,14.3,1,131.078
9286,6905997,24825821,36.8,1,128.433
9296,6905674,49673162,23.6,1,186.386
9297,6905637,26724404,4.3,1,82.6847
9304,6905520,24829833,1.2,1,113.621
9312,6905139,24825774,6.7,1,134.902
9314,6905027,24825710,36.2,1,125.436
9315,6904960,24825592,1.2,1,131.594
9324,6904640,24841131,47.4,1,111.16
9333,6904348,24830586,7.6,1,84.033
9342,6903741,24825606,1.3,1,103.722
9347,6903285,24826452,3.6,1,85.1403
9370,6901632,49680892,0.9,1,139.608
9374,6900731,49680468,0.3,1,129.926
9378,6900166,24836928,20.7,1,121.149
9381,6899954,24826820,40.4,1,88.8659
9387,6899614,49724846,31.8,1,188.194
9388,6899547,24835610,19.4,1,94.0259
9389,6899477,24836166,33.3,1,145.006
9395,6899180,24830914,18.0,1,135.999
9397,6899047,24828471,7.6,1,104.34
9399,6899008,24785018,15.5,1,102.891
9407,6898531,47201865,27.6,1,160.408
9417,6896850,49827482,32.3,1,124.108
9450,6893970,26657921,27.8,1,128.721
9458,6893084,24833208,32.2,1,89.6732
9467,6891709,26670826,6.2,1,109.225
9468,6891152,26663331,25.6,1,120.772
9481,6890049,26660416,30.9,1,150.316
9486,6889670,26662495,5.6,1,151.883
9500,6888094,26670771,10.6,1,147.308
9504,6887785,26663029,55.8,1,91.7033
9511,6887521,26666273,16.0,1,141.039
9515,6886854,26661391,0.2,1,105.418
9518,6886669,26662573,3.9,1,161.609
9524,6886209,26662568,0.2,1,131.32
9529,6885724,26662198,37.6,1,133.897
9532,6885653,49667955,4.8,1,149.442
9535,6885425,26671438,1.0,1,80.3565
9536,6885345,26666185,7.8,1,114.405
9541,6884995,26671149,25.8,1,97.9332
9544,6884915,26662420,0.7,1,199.231
9548,6884695,49731633,7.1,1,141.355
9577,6884181,47200856,9.2,1,157.623
9579,6884089,26660773,43.6,1,143.539
9582,6884050,26725616,16.8,1,167.361
9599,6883391,26661981,33.5,1,139.361
9609,6883151,26662904,2.0,1,90.6372
9619,6882801,26659322,7.7,1,133.79
9625,6882579,49667555,29.2,1,126.446
9650,6881403,26662614,15.0,1,173.479
9665,6880451,26666853,22.2,1,125.832
9678,6880050,26725955,2.1,1,166.982
9684,6879907,26666146,1.8,1,120.266
9688,6879525,26665980,14.3,1,130.516
9691,6879304,26666810,3.9,1,120.211
9696,6878992,26660640,1.5,1,109.023
9697,6878972,26666150,31.3,1,148.013
9702,6878798,24802428,4.5,1,145.078
9704,6878629,26671603,6.7,1,146.367
9712,6878238,26666174,3.6,1,137.573
9717,6877972,26670851,2.0,1,109.385
9718,6877852,26670765,0.5,1,109.71
9728,6876778,47195400,1.8,1,137.051
9749,6875112,49827039,23.5,1,146.676
9752,6874699,49827021,11.8,1,147.156
9770,6872689,24820913,0.3,1,129.762
9779,6871660,49649367,29.5,1,135.653
9789,6870860,24801187,1.1,1,120.82
9795,6870698,49665917,1.2,1,151.194
9805,6870063,49646386,0.6,1,154.77
9811,6869836,26671021,0.9,1,122.526
9812,6869806,49667934,1.8,1,125.168
9813,6869785,26659761,7.2,1,99.3926
9821,6869209,26670853,0.5,1,92.3176
9822,6869193,26663156,26.2,1,133.906
9829,6868780,26662002,21.3,1,118.549
9838,6867763,24800997,29.4,1,113.351
9840,6867648,26726309,1.0,1,108.862
9854,6866426,49667736,5.9,1,127.405
9858,6865843,26671196,0.7,1,110.648
9865,6865176,26671654,16.6,1,105.925
9868,6865075,26660676,32.4,1,144.033
9871,6864889,26663103,24.9,1,125.248
9875,6864747,49672335,0.3,1,132.093
9877,6864507,26663437,31.1,1,125.338
9892,6862911,26661390,0.2,1,92.0533
9901,6862493,26661826,32.4,1,110.477
9914,6861880,26662196,0.7,1,98.6139
9915,6861842,26666212,30.9,1,91.394
9929,6861279,49667778,44.5,1,152.658
9930,6861246,26661423,0.7,1,116.433
9933,6860840,26671648,2.9,1,138.914
9934,6860838,49646313,12.8,1,216.064
9935,6860830,49666931,1.9,1,152.296
9936,6860825,49666929,3.1,1,125.07
9937,6860820,49667742,0.9,1,143.966
9938,6860805,49646982,24.8,1,152.449
9939,6860792,49647220,0.2,1,161.598
9940,6860789,26663330,6.2,1,120.14
9941,6860704,26670825,10.3,1,117.14
9942,6860666,26663155,21.6,1,116.569
9943,6860289,26670821,1.4,1,116.966
9944,6860266,49647093,4.3,1,157.763
9945,6860263,49667997,0.2,1,91.9518
9946,6860238,26671669,2.6,1,141.559
9947,6860015,49647091,3.0,1,159.413
9948,6860013,49647420,1.3,1,157.88
9949,6859998,49647183,1.0,1,148.007
9950,6859900,26665482,25.7,1,130.058
9951,6859889,49667745,0.5,1,156.825
9952,6859377,49648664,31.3,1,163.904
9953,6859360,26665593,4.8,1,134.893
9954,6859343,26666611,39.7,1,133.653
9956,6859330,49666932,0.9,1,167.714
9957,6859328,26663436,7.3,1,135.137
9958,6859304,49647102,1.6,1,138.697
9960,6859255,49647213,1.0,1,148.075
9961,6859249,49647229,0.2,1,118.948
9966,6859205,49667915,28.7,1,104.533
9970,6859166,49647221,0.2,1,165.093
9971,6859165,49647135,2.6,1,181.688
9974,6859118,49645930,0.4,1,117.236
9975,6859112,49647394,1.1,1,159.227
9976,6859106,49646937,0.2,1,158.049
9977,6859105,49667998,2.9,1,140.647
9978,6859104,49647217,0.3,1,159.203
9980,6859066,26666756,1.3,1,119.384
9982,6858937,26660906,24.2,1,118.991
9983,6858875,49647218,0.8,1,163.527
9984,6858870,49648497,37.6,1,126.569
9985,6858815,26657750,25.9,1,125.005
9986,6858775,26671277,2.2,1,129.067
9988,6858723,47204786,0.2,1,135.881
9989,6858699,49667451,26.8,1,148.105
9993,6858632,49679320,2.4,1,163.014
10001,6858465,49642219,1.2,1,152.586
10004,6858399,49725092,1.4,1,163.021
10006,6858369,49644726,1.7,1,143.685
10007,6858366,49646315,1.9,1,155.678
10008,6858351,26661116,3.2,1,120.18
10010,6858328,49648883,0.2,1,157.077
10011,6858327,49647085,2.0,1,182.467
10012,6858318,26662340,12.2,1,150.065
10013,6858317,26662477,28.6,1,97.9446
10015,6852403,11533021,24.1,1,164.422
10018,6852399,11533000,21.8,1,152.892
10020,6852389,11532952,12.5,1,225.004
10021,6852374,11532860,50.0,1,149.554
10022,6852072,49680082,16.7,1,160.059
10024,6852042,24816640,38.1,1,133.956
10030,6708476,56463314,69.4,1,100.266
10053,6624109,24815687,18.1,1,158.646
10062,6623759,24812837,25.6,1,94.6359
10068,6623394,49649660,40.7,1,88.6225
10070,6623292,49649076,21.6,1,159.283
10099,6621436,24784963,40.7,1,104.13
10102,6621345,49670759,45.5,1,132.699
10137,6619217,49715696,0.6,1,180.013
10139,6619138,49715761,32.6,1,102.547
10158,6602834,4249294,42.3,1,137.72
10166,6546218,26666996,45.1,1,119.659
10169,6537573,24823600,49.8,1,160.693
10175,6532884,49667044,25.7,1,162.199
10182,6528820,24823235,47.4,1,124.873
10185,6518520,26725849,1.0,1,77.0229
10194,6506779,11532951,61.0,1,115.678
10195,6506654,26669589,2.8,1,124.772
10196,6506573,24810910,35.8,1,95.4685
10200,6504181,47204735,42.8,1,151.717
10214,6502430,49729094,14.6,1,93.4122
10229,6500990,49678582,5.0,1,142.574
10234,6500437,49727812,19.3,1,142.103
10263,6499037,49729396,46.6,1,77.215
10269,6498967,49728984,49.4,1,98.9175
10270,6498937,49729393,36.0,1,142.003
10271,6498925,49642612,53.3,1,153.173
10371,6497506,49727980,40.2,1,142.016
10383,6497396,49725229,47.2,1,123.11
10385,6497393,49725224,45.9,1,137.426
10386,6497389,49725226,40.0,1,162.058
10395,6496964,49678974,1.0,1,92.205
10396,6496962,49679037,3.8,1,162.197
10421,6494193,47203564,19.5,1,168.23
10426,6494133,49730108,47.3,1,118.822
10451,6493287,49727919,1.3,1,130.722
10453,6493283,49732898,3.4,1,152.567
10454,6493278,49732901,43.7,1,147.874
10464,6493257,49733594,29.2,1,162.884
10472,6492819,49726803,23.3,1,151.301
10473,6492817,49726406,25.8,1,159.712
10474,6492816,49681115,27.3,1,131.831
10535,6490609,47203699,14.7,1,152.09
10545,6489634,49729075,21.0,1,135.499
10567,6488993,49681114,1.8,1,79.4758
10568,6488988,49734653,1.0,1,153.078
10569,6488982,49725426,7.4,1,151.197
10586,6488188,49644929,29.2,1,154.601
10599,6487686,49729853,5.4,1,169.392
10601,6487614,49643702,35.9,1,155.774
10616,6486916,24785223,49.9,1,143.399
10620,6486680,47203521,29.7,1,135.768
10654,6485810,49727929,33.5,1,151.128
10659,6485423,24820410,24.2,1,97.5223
10663,6485397,24821165,27.3,1,142.181
10671,6485369,24822398,34.4,1,100.084
10680,6484630,24808646,28.1,1,113.616
10692,6484054,24806516,27.7,1,108.07
10700,6483849,24808561,35.9,1,143.036
10703,6474087,49648752,38.5,1,147.041
10732,6472686,49718394,45.7,1,172.308
10752,6472025,49729510,42.2,1,161.11
10755,6471824,49729513,50.9,1,100.499
10815,6470491,47200054,46.6,1,140.227
10829,6470252,47199642,44.0,1,118.929
10854,6469899,47200035,3.3,1,99.2322
10862,6469722,47199432,3.6,1,140.065
10863,6469705,47199750,48.5,1,125.622
10874,6469418,24797289,44.4,1,84.4139
10894,6468972,49825756,44.0,1,137.593
10895,6468925,47198750,53.1,1,140.743
10912,6468644,49816730,42.0,1,119.516
10966,6467563,47198313,40.3,1,144.77
11002,6466593,49826541,27.4,1,162.86
11068,6465307,47199091,48.2,1,138.535
11089,6464895,49821670,42.5,1,142.906
11100,6464693,47199633,15.3,1,168.182
11120,6464408,49826414,44.8,1,107.557
11142,6464045,47203516,33.9,1,182.395
11154,6463672,49727977,48.1,1,109.773
11160,6463560,47199628,1.5,1,144.31
11163,6463482,49728696,46.5,1,135.192
11228,6461752,49679122,18.0,1,81.4393
11235,6461514,49724698,43.7,1,98.6998
11245,6461092,47199759,47.6,1,113.731
11259,6460661,49729432,25.9,1,135.524
11264,6460553,47199585,47.5,1,153.29
11309,6459213,47201985,28.5,1,133.983
11319,6459118,49678820,20.7,1,172.486
11325,6458800,49724573,37.2,1,129.193
11358,6457998,49679121,20.8,1,99.5942
11369,6457568,47203235,26.4,1,142.274
11391,6456870,49727958,44.6,1,91.0894
11403,6456344,47201479,53.2,1,115.471
11421,6414487,24810431,13.4,1,96.4193
11422,6414465,24810211,22.2,1,107.719
11431,6411122,49732956,31.1,1,112.037
11434,6411115,49732981,29.5,1,157.654
11438,6409933,26729269,0.2,1,71.0033
11442,6409921,26728293,22.6,1,99.2666
11443,6409881,26731668,17.0,1,136.448
11448,6408839,49675249,48.4,1,94.1888
11453,6407080,26666903,46.0,1,107.18
11464,6401723,26725993,17.6,1,127.59
11485,6401048,24781900,43.1,1,124.547
11493,6392166,26724234,3.2,1,125.106
11504,6383479,49677764,40.9,1,97.8062
11509,6377750,47201126,10.1,1,167.373
11517,6373654,26726643,46.7,1,87.4787
11519,6372114,24825042,24.4,1,148.633
11521,6371077,24826232,16.0,1,145.992
11523,6370803,26731622,42.4,1,130.937
11531,6366746,49674371,40.4,1,104.406
11551,6314190,49649211,50.8,1,143.014
11555,6306482,24831467,18.1,1,148.35
11566,6295909,24840740,42.2,1,131.52
11571,6295152,49671094,47.5,1,133.586
11575,6292584,24822083,1.4,1,98.7748
11581,6289442,49827016,21.4,1,140.421
11589,6273921,26666163,20.2,1,105.575
11591,6271044,49669943,41.4,1,152.232
11602,6255227,47200930,48.9,1,150.626
11609,6244004,49822013,2.0,1,156.221
11612,6237613,49665014,24.8,1,137.393
11618,6223967,26657797,39.3,1,114.511
11630,6215544,49676318,9.5,1,92.8264
11633,6215397,49677179,10.1,1,133.886
11635,6213986,24786380,2.2,1,127.549
11636,6213405,49673136,1.4,1,115.89
11679,6147822,49643757,20.4,1,169.922
11694,6116726,24807852,52.9,1,115.127
11702,6111717,22411479,1.0,1,161.505
11721,6087851,24829478,48.5,1,146.752
11727,6079531,24836189,12.3,1,126.702
11765,6049421,26669501,44.7,1,115.503
11781,6031301,49669944,43.5,1,139.099
11784,6025484,49670164,23.6,1,145.924
11787,6022673,24828584,9.1,1,133.331
11790,6020755,24825744,42.9,1,122.796
11792,6016253,49669412,26.2,1,97.4595
11802,6005666,24835233,4.5,1,156.386
11803,6005618,49680907,9.8,1,154.459
11811,5998911,49670013,32.9,1,182.713
11822,5979198,24836555,9.1,1,110.043
11835,5967432,24825313,35.2,1,141.125
11837,5964889,24816378,4.9,1,156.791
11843,5953874,24823007,17.9,1,159.468
11847,5945234,49674418,28.7,1,104.287
11854,5939824,24820064,24.2,1,130.562
11871,5934774,26663001,46.2,1,119.707
11877,5933304,26727731,3.8,1,114.877
11879,5932401,47198866,2.4,1,113.138
11884,5930567,26727663,2.1,1,131.579
11887,5930260,26663083,32.1,1,87.0711
11904,5926274,26662934,47.1,1,123.448
11905,5926233,26660462,36.5,1,121.7
11914,5922300,26662912,2.6,1,77.4136
11923,5920337,49671429,2.4,1,136.653
11927,5919709,24812758,39.9,1,107.762
11931,5919012,24808205,10.0,1,153.53
11932,5918787,26662812,36.0,1,123.536
11940,5916340,26726597,2.6,1,104.788
11943,5915551,49665814,23.8,1,148.254
11947,5914340,26725750,57.4,1,174.322
11974,5904845,26662012,0.2,1,122.423
11993,5899216,26728519,37.6,1,131.264
11994,5899215,26728007,38.8,1,125.328
11996,5898784,26660752,18.2,1,111.359
12015,5887564,49669342,42.7,1,188.275
12022,5879880,24812126,13.4,1,122.853
12024,5878033,24782844,1.6,1,186.461
12025,5877648,24828784,41.5,1,138.156
12032,5873109,26660539,34.5,1,110.484
12039,5865130,26663368,52.1,1,102.073
12047,5855786,17503836,33.1,1,219.561
12049,5854931,26662045,0.2,1,155.462
12054,5852660,26663463,1.3,1,152.156
12056,5851320,49671391,1.8,1,172.799
12066,5844273,26727357,11.6,1,90.609
12073,5837855,49679153,7.8,1,154.837
12108,5805572,49823600,13.7,1,168.712
12110,5804056,26664068,5.9,1,102.648
12114,5802924,17510862,20.4,1,202.963
12117,5794941,49825528,66.7,1,152.005
12129,5777448,22403918,3.5,1,219.774
12134,5771217,49642366,44.8,1,126.393
12158,5766424,49645175,28.1,1,159.79
12162,5765716,49642299,46.5,1,158.747
12167,5765239,49726987,50.8,1,136.221
12169,5765236,49727342,51.1,1,159.09
12170,5765235,49730367,41.6,1,179.593
12174,5765225,49726224,53.2,1,152.565
12201,5758422,49646744,34.8,1,134.655
12202,5758421,49645357,24.9,1,92.4546
12222,5750547,24786862,35.6,1,174.158
12224,5749406,49725636,50.8,1,145.503
12236,5741582,47198743,46.8,1,163.632
12247,5738268,24808740,15.4,1,160.186
12257,5736368,26665668,44.1,1,84.1288
12267,5734058,49669238,44.3,1,166.108
12291,5728275,49667976,50.9,1,138.831
12298,5727635,24792272,1.3,1,88.5396
12302,5727534,24792221,0.2,1,101.655
12304,5727520,47201316,0.8,1,132.43
12331,5723885,24834165,43.0,1,148.529
12343,5721756,47197918,41.7,1,164.519
12344,5721711,47198304,3.5,1,138.79
12345,5721691,47198514,20.5,1,193.156
12354,5720057,26671226,2.9,1,126.45
12360,5719535,24808184,39.9,1,107.413
12368,5716883,26731528,58.0,1,118.33
12380,5715093,26728201,18.0,1,152.522
12387,5714550,26728146,54.4,1,116.264
12390,5714498,26728443,47.6,1,83.2019
12391,5714323,26729543,31.3,1,101.65
12393,5714039,49671378,0.3,1,97.1948
12405,5713776,26727448,41.1,1,139.438
12406,5713752,49671867,12.8,1,149.039
12407,5713747,26731146,27.1,1,94.3056
12444,5703613,49671222,47.9,1,102.103
12457,5702484,26726405,34.3,1,102.96
12471,5689963,17385711,68.8,1,113.918
12473,5678845,49680830,4.8,1,128.024
12477,5668656,24831896,2.0,1,185.799
12481,5663704,16952810,6.4,1,136.882
12482,5662106,24808575,0.2,1,192.269
12483,5654285,14721138,7.9,1,138.813
12485,5650290,22403105,47.9,1,143.863
12493,5601537,49647609,47.7,1,120.434
12496,5591715,26660271,31.1,1,121.838
12498,5568081,24811139,8.0,1,100.81
12509,5525382,24825253,0.3,1,137.883
12525,5522952,24784499,0.7,1,92.6124
12532,5473672,24811268,29.4,1,118.681
12538,5464092,11532915,54.6,1,126.172
12544,5454863,49824498,0.4,1,123.944
12550,5437799,49727301,52.9,1,150.068
12569,5424428,26671263,20.3,1,85.5116
12572,5424189,26659571,47.0,1,93.0292
12577,5423405,49666811,0.6,1,202.284
12586,5419018,17513336,2.8,1,117.264
12596,5414770,26671511,46.6,1,121.456
12627,5408044,14739135,31.3,1,120.394
12628,5407929,47204763,36.9,1,133.532
12629,5407706,49823656,5.8,1,172.945
12630,5406586,24797657,5.3,1,93.2251
12634,5405138,26661170,46.1,1,129.707
12644,5402872,49668845,36.0,1,112.866
12645,5402580,24807824,1.1,1,113.67
12650,5400948,26659843,4.1,1,134.059
12654,5399899,24811004,31.1,1,107.205
12657,5399511,24809786,9.6,1,114.975
12660,5399172,26659462,47.3,1,153.374
12672,5397104,26663577,0.4,1,129.184
12677,5396556,17415088,49.7,1,119.54
12678,5396293,49665355,16.2,1,111.737
12685,5394887,49646778,36.9,1,141.536
12689,5392989,24820722,0.1,1,113.829
12694,5391904,14744995,7.5,1,150.495
12702,5389291,859801,22.8,1,129.659
12705,5386665,24817766,25.1,1,121.808
12707,5386459,49643244,11.2,1,106.266
12708,5385994,24832952,24.4,1,123.063
12710,5378449,24822792,31.8,1,117.469
12730,5368602,47204036,39.6,1,200.665
12731,5367144,26660531,20.9,1,137.303
12734,5363971,49668744,41.3,1,146.131
12742,5351082,26661298,4.3,1,116.998
12770,5348412,49646934,1.7,1,143.889
12776,5348148,47201634,35.0,1,147.153
12778,5348038,47198079,47.7,1,168.618
12779,5348015,47201806,45.6,1,128.737
12787,5346752,26658499,2.7,1,94.1538
12788,5346517,26658570,5.2,1,172.12
12789,5346493,24790521,4.5,1,180.862
12792,5346375,24790565,39.4,1,102.295
12799,5345605,49679870,9.1,1,176.675
12802,5345146,24780782,12.8,1,118.753
12805,5344887,24792177,35.5,1,102.695
12812,5344776,47198042,3.2,1,105.356
12814,5344455,47198020,34.8,1,156.345
12819,5344213,24805025,0.7,1,124.662
12820,5344059,49726740,50.8,1,116.028
12825,5343613,26725860,48.2,1,153.152
12828,5343521,26662566,14.3,1,177.81
12833,5343152,49827163,1.3,1,162.537
12834,5343150,49645334,3.2,1,125.437
12844,5342978,26666478,2.4,1,159.668
12845,5342960,49645100,29.8,1,130.925
12846,5342900,49644284,0.5,1,162.013
12847,5342883,47201596,8.9,1,199.727
12848,5342833,26670800,14.0,1,145.837
12849,5342813,26666510,2.8,1,89.7585
12851,5342643,49733672,36.7,1,171.972
12885,5339790,17416164,42.7,1,72.3405
12902,5338880,26659222,30.9,1,134.727
12912,5338400,24803674,7.0,1,133.093
12913,5338349,24786818,26.0,1,141.359
12914,5338228,17506061,41.4,1,74.3783
12922,5337698,24816626,9.6,1,98.4468
12923,5337694,49827435,25.0,1,141.554
